,A_Properties,Num,A_SQFT
17855,904  JANNEYS LA,17170000,2088
17856,951  JANNEYS LA,50288000,2961
17857,1000  JANNEYS LA,17339000,1380
17858,1001  JANNEYS LA,50289200,0
17859,1001A  JANNEYS LA,50289100,6660
17860,1002  JANNEYS LA,17338500,2304
17861,1003  JANNEYS LA,50636650,3160
17862,1004  JANNEYS LA,17338000,1476
17863,1005  JANNEYS LA,50636670,4366
17864,1007  JANNEYS LA,50636660,2636
17865,1100  JANNEYS LA,17335500,2596
17866,1101  JANNEYS LA,60040690,66324
17867,1102  JANNEYS LA,17335000,3016
17868,1106  JANNEYS LA,17375000,3503
17869,1118  JANNEYS LA,17374500,3438
17870,1196  JANNEYS LA,17373500,4142
17871,1198  JANNEYS LA,17374000,5255
17872,1200  JANNEYS LA,17373000,5898
17873,1207  JANNEYS LA,17466500,3880
17874,1210  JANNEYS LA,17372500,1139
17875,1211  JANNEYS LA,17467000,2921
17876,1213  JANNEYS LA,17467500,1714
17877,1214  JANNEYS LA,17372000,2478
17878,1215  JANNEYS LA,17468000,3714
17879,1300  JANNEYS LA,17371500,2524
17880,1301  JANNEYS LA,17468500,2463
17881,1306  JANNEYS LA,17371000,3396
17882,1307  JANNEYS LA,17469000,4494
17883,1308  JANNEYS LA,17370500,2303
17884,1309  JANNEYS LA,17469500,3340
17885,1312  JANNEYS LA,17370050,13520
17886,1416  JANNEYS LA,50720990,6905
17887,1418  JANNEYS LA,50720980,6742
17888,1419  JANNEYS LA,17440500,3316
17889,1422  JANNEYS LA,50720970,1
17890,1425  JANNEYS LA,17436000,4390
17891,1426  JANNEYS LA,50720960,1
17892,1431  JANNEYS LA,17436500,2280
17893,1437  JANNEYS LA,17437000,3284
17894,3732  JASON AV,50361290,835
17895,3733  JASON AV,50361280,835
17896,3734  JASON AV,50361300,835
17897,3735  JASON AV,50361270,835
17898,3736  JASON AV,50361310,850
17899,3737  JASON AV,50361260,850
17900,3738  JASON AV,50403200,850
17901,3739  JASON AV,50361250,850
17902,3740  JASON AV,50403210,835
17903,3741  JASON AV,50361240,835
17904,3742  JASON AV,50403220,835
17905,3743  JASON AV,50361230,835
17906,3744  JASON AV,50403230,835
17907,3745  JASON AV,50361220,835
17908,3746  JASON AV,50403240,835
17909,3747  JASON AV,50361210,835
17910,3748  JASON AV,50403250,835
17911,3749  JASON AV,50361200,850
17912,3750  JASON AV,50403260,835
17913,3751  JASON AV,50361190,850
17914,3752  JASON AV,50403270,850
17915,3753  JASON AV,50361180,835
17916,3754  JASON AV,50403280,850
17917,3755  JASON AV,50361170,835
17918,3756  JASON AV,50403290,835
17919,3757  JASON AV,50361160,835
17920,3758  JASON AV,50403300,835
17921,3759  JASON AV,50361150,835
17922,3760  JASON AV,50403310,835
17923,3761  JASON AV,50361140,835
17924,3762  JASON AV,50403320,835
17925,3763  JASON AV,50361130,850
17926,3764  JASON AV,50403330,850
17927,3765  JASON AV,50361120,850
17928,3810  JASON AV,50420710,850
17929,3811  JASON AV,50420940,850
17930,3812  JASON AV,50420720,835
17931,3813  JASON AV,50420930,835
17932,3814  JASON AV,50420730,835
17933,3815  JASON AV,50420920,835
17934,3816  JASON AV,50420740,835
17935,3817  JASON AV,50420910,835
17936,3818  JASON AV,50420750,835
17937,3819  JASON AV,50420900,835
17938,3820  JASON AV,50420760,835
17939,3821  JASON AV,50420890,835
17940,3822  JASON AV,50420770,835
17941,3823  JASON AV,50420880,835
17942,3824  JASON AV,50420780,850
17943,3825  JASON AV,50420870,850
17944,3826  JASON AV,50420790,850
17945,3827  JASON AV,50420860,850
17946,3828  JASON AV,50420800,835
17947,3829  JASON AV,50420850,835
17948,3830  JASON AV,50420810,835
17949,3831  JASON AV,50420840,835
17950,3832  JASON AV,50420820,835
17951,3833  JASON AV,50420830,835
17952,112  JASPER PL,25024000,988
17953,113  JASPER PL,24808000,988
17954,114  JASPER PL,25016000,988
17955,115  JASPER PL,24816000,1292
17956,117  JASPER PL,24824000,988
17957,119  JASPER PL,24832000,988
17958,120  JASPER PL,25008000,988
17959,121  JASPER PL,24840000,988
17960,123  JASPER PL,24848000,988
17961,125  JASPER PL,24856000,988
17962,126  JASPER PL,25000000,988
17963,127  JASPER PL,24864000,988
17964,128  JASPER PL,24992000,988
17965,129  JASPER PL,24872000,988
17966,130  JASPER PL,24984000,988
17967,131  JASPER PL,24880000,988
17968,132  JASPER PL,24976000,988
17969,133  JASPER PL,24888000,988
17970,134  JASPER PL,24968000,988
17971,135  JASPER PL,24896000,988
17972,136  JASPER PL,24960000,988
17973,137  JASPER PL,24904000,988
17974,138  JASPER PL,24952000,988
17975,139  JASPER PL,24912000,988
17976,140  JASPER PL,24944000,988
17977,141  JASPER PL,24920000,988
17978,142  JASPER PL,24936000,988
17979,143  JASPER PL,24928000,988
17980,3812  JAY AV,50420380,850
17981,3813  JAY AV,50420640,850
17982,3814  JAY AV,50420390,835
17983,3815  JAY AV,50420630,835
17984,3816  JAY AV,50420400,835
17985,3817  JAY AV,50420620,835
17986,3818  JAY AV,50420410,850
17987,3819  JAY AV,50420610,835
17988,3820  JAY AV,50420420,850
17989,3821  JAY AV,50420600,835
17990,3822  JAY AV,50420430,835
17991,3823  JAY AV,50420590,850
17992,3824  JAY AV,50420440,835
17993,3825  JAY AV,50420580,850
17994,3826  JAY AV,50420450,835
17995,3827  JAY AV,50420570,835
17996,3828  JAY AV,50420460,835
17997,3829  JAY AV,50420560,835
17998,3830  JAY AV,50420470,850
17999,3831  JAY AV,50420550,850
18000,3832  JAY AV,50420480,850
18001,3833  JAY AV,50420540,850
18002,3834  JAY AV,50420490,835
18003,3835  JAY AV,50420530,835
18004,3836  JAY AV,50420500,835
18005,3837  JAY AV,50420520,835
18006,3838  JAY AV,50420510,835
18007,202  JEFFERSON ST,12400000,1224
18008,204  JEFFERSON ST,12399500,1224
18009,206  JEFFERSON ST,12399000,1224
18010,207  JEFFERSON ST,12418510,2340
18011,208  JEFFERSON ST,12398500,1224
18012,209  JEFFERSON ST,12418540,2484
18013,210  JEFFERSON ST,12398000,1579
18014,212  JEFFERSON ST,12397500,1224
18015,214  JEFFERSON ST,12395500,1224
18016,215  JEFFERSON ST,12420500,5163
18017,215A  JEFFERSON ST,12418570,0
18018,221  JEFFERSON ST,12421000,1664
18019,222  JEFFERSON ST,12397000,2770
18020,309  JEFFERSON ST,50414110,936
18021,311  JEFFERSON ST,50414100,936
18022,402  JEFFERSON ST,12308500,850
18023,403  JEFFERSON ST,12331000,884
18024,404  JEFFERSON ST,12308000,1258
18025,405  JEFFERSON ST,12330500,884
18026,406  JEFFERSON ST,12307500,850
18027,407  JEFFERSON ST,12330000,888
18028,408  JEFFERSON ST,12307000,1600
18029,409  JEFFERSON ST,12329500,1807
18030,410  JEFFERSON ST,12306500,1522
18031,411  JEFFERSON ST,12329000,1664
18032,412  JEFFERSON ST,12306000,1112
18033,413  JEFFERSON ST,12328500,884
18034,414  JEFFERSON ST,12305500,1112
18035,415  JEFFERSON ST,12328000,1139
18036,417  JEFFERSON ST,12327500,1040
18037,605  JEFFERSON ST,11176500,13776
18038,802  JEFFERSON ST,50372200,9600
18039,809  JEFFERSON ST,11142000,918
18040,811  JEFFERSON ST,11141500,864
18041,813  JEFFERSON ST,11141000,918
18042,815  JEFFERSON ST,11140500,918
18043,901  JEFFERSON ST,11095000,1779
18044,906  JEFFERSON ST,11076500,7500
18045,909  JEFFERSON ST,11094500,864
18046,910  JEFFERSON ST,11076000,1
18047,911  JEFFERSON ST,11094000,1296
18048,913  JEFFERSON ST,11093500,1368
18049,914  JEFFERSON ST,11075500,2400
18050,915  JEFFERSON ST,11093000,864
18051,917  JEFFERSON ST,11092500,1780
18052,918  JEFFERSON ST,11075000,7500
18053,1001  JEFFERSON ST,10206520,1
18054,1108  JEFFERSON ST,10203500,77960
18055,500  JEFFERSON CT,11755150,1520
18056,507  JEFFERSON CT,11755350,1368
18057,508  JEFFERSON CT,11755100,1490
18058,509  JEFFERSON CT,11755400,1368
18059,512  JEFFERSON CT,11755050,2002
18060,98 S JENKINS ST,24456000,1633
18061,99 S JENKINS ST,24784000,1367
18062,100 S JENKINS ST,24464000,988
18063,101 S JENKINS ST,25168000,988
18064,102 S JENKINS ST,24472000,988
18065,103 S JENKINS ST,25160000,988
18066,104 S JENKINS ST,24480000,988
18067,105 S JENKINS ST,24792000,988
18068,106 S JENKINS ST,24488000,988
18069,107 S JENKINS ST,24800000,988
18070,108 S JENKINS ST,24496000,988
18071,110 S JENKINS ST,24504000,988
18072,112 S JENKINS ST,24512000,988
18073,114 S JENKINS ST,24520000,988
18074,116 S JENKINS ST,24528000,988
18075,117 S JENKINS ST,25032000,988
18076,118 S JENKINS ST,24536000,988
18077,119 S JENKINS ST,25040000,988
18078,120 S JENKINS ST,24544000,988
18079,121 S JENKINS ST,25048000,988
18080,122 S JENKINS ST,24552000,988
18081,123 S JENKINS ST,25056000,988
18082,205 S JENKINS ST,25064000,988
18083,207 S JENKINS ST,25072000,988
18084,208 S JENKINS ST,24192000,988
18085,209 S JENKINS ST,25080000,988
18086,210 S JENKINS ST,24200000,988
18087,211 S JENKINS ST,25088000,988
18088,212 S JENKINS ST,24208000,988
18089,214 S JENKINS ST,24216000,988
18090,215 S JENKINS ST,25096000,988
18091,216 S JENKINS ST,24224000,988
18092,218 S JENKINS ST,24232000,988
18093,219 S JENKINS ST,25104000,988
18094,220 S JENKINS ST,24240000,988
18095,222 S JENKINS ST,24248000,988
18096,224 S JENKINS ST,24256000,988
18097,225 S JENKINS ST,25112000,988
18098,226 S JENKINS ST,24272000,988
18099,227 S JENKINS ST,25120000,988
18100,228 S JENKINS ST,24280000,988
18101,229 S JENKINS ST,25128000,988
18102,230 S JENKINS ST,24288000,988
18103,231 S JENKINS ST,25136000,988
18104,232 S JENKINS ST,24296000,988
18105,233 S JENKINS ST,25144000,988
18106,234 S JENKINS ST,24304000,988
18107,235 S JENKINS ST,25152000,988
18108,236 S JENKINS ST,24312000,988
18109,238 S JENKINS ST,24264000,988
18110,5904  JEWELL CT,38640000,1170
18111,5909  JEWELL CT,38632000,1260
18112,5913  JEWELL CT,38624000,1232
18113,5916  JEWELL CT,38648000,1270
18114,5924  JEWELL CT,38656000,1274
18115,6000  JEWELL CT,38664000,1618
18116,6008  JEWELL CT,38672000,1254
18117,6009  JEWELL CT,38568000,1232
18118,6012  JEWELL CT,38680000,1170
18119,6017  JEWELL CT,38560000,1618
18120,6022  JEWELL CT,38688000,1176
18121,600  JOHNSTON PL,15644500,2264
18122,601  JOHNSTON PL,15651000,1722
18123,602  JOHNSTON PL,15644000,2590
18124,603  JOHNSTON PL,15650500,2190
18125,604  JOHNSTON PL,15643500,1936
18126,605  JOHNSTON PL,15650000,1852
18127,606  JOHNSTON PL,15643000,1716
18128,607  JOHNSTON PL,15649500,2511
18129,608  JOHNSTON PL,15642500,2524
18130,609  JOHNSTON PL,15649000,1575
18131,611  JOHNSTON PL,15648000,2280
18132,701  JOHNSTON PL,15641500,1
18133,4500 N JORDAN CT,50043700,2024
18134,4501 N JORDAN CT,50166100,2024
18135,4502 N JORDAN CT,50043600,2478
18136,4504 N JORDAN CT,50043800,2032
18137,320 N JORDAN ST,50314310,1
18138,800 N JORDAN ST,29984000,1274
18139,806 N JORDAN ST,29992000,1274
18140,2 S JORDAN ST,23864000,5274
18141,95 S JORDAN ST,25288000,988
18142,97 S JORDAN ST,25280000,988
18143,99 S JORDAN ST,25272000,988
18144,100 S JORDAN ST,24744000,988
18145,101 S JORDAN ST,25264000,988
18146,102 S JORDAN ST,24736000,988
18147,103 S JORDAN ST,25256000,988
18148,104 S JORDAN ST,24728000,988
18149,105 S JORDAN ST,25248000,988
18150,106 S JORDAN ST,24720000,988
18151,107 S JORDAN ST,25240000,988
18152,108 S JORDAN ST,24712000,988
18153,109 S JORDAN ST,25232000,988
18154,110 S JORDAN ST,24704000,988
18155,111 S JORDAN ST,25224000,988
18156,112 S JORDAN ST,24696000,988
18157,113 S JORDAN ST,25216000,988
18158,114 S JORDAN ST,24688000,988
18159,115 S JORDAN ST,25208000,988
18160,116 S JORDAN ST,24680000,988
18161,117 S JORDAN ST,25200000,988
18162,118 S JORDAN ST,24672000,988
18163,119 S JORDAN ST,25192000,988
18164,120 S JORDAN ST,24664000,988
18165,122 S JORDAN ST,24656000,988
18166,124 S JORDAN ST,24648000,988
18167,126 S JORDAN ST,24640000,988
18168,127 S JORDAN ST,25184000,988
18169,1300  JULIANA PL,29896000,2691
18170,1303  JULIANA PL,29888000,2184
18171,1304  JULIANA PL,29904000,2461
18172,1309  JULIANA PL,29880000,2176
18173,1310  JULIANA PL,29912000,3247
18174,1317  JULIANA PL,29872000,2246
18175,1318  JULIANA PL,29920000,1944
18176,1327  JULIANA PL,29864000,2246
18177,1328  JULIANA PL,29928000,2620
18178,1335  JULIANA PL,50166300,2140
18179,1400  JULIANA PL,30416000,1520
18180,1401  JULIANA PL,29848000,2092
18181,1405  JULIANA PL,50166200,1960
18182,1409  JULIANA PL,29832000,2333
18183,1410  JULIANA PL,30409000,2762
18184,1417  JULIANA PL,29824000,2360
18185,1418  JULIANA PL,30392000,2546
18186,1423  JULIANA PL,29816000,2181
18187,1424  JULIANA PL,30384000,1700
18188,1431  JULIANA PL,29808000,2190
18189,1439  JULIANA PL,29800000,2128
18190,1445  JULIANA PL,29792000,2239
18191,1451  JULIANA PL,29784000,1404
18192,704  JUNIOR ST,15629000,1793
18193,708  JUNIOR ST,15628010,2340
18194,800  JUNIOR ST,15795500,1693
18195,802  JUNIOR ST,15795000,1981
18196,804  JUNIOR ST,15794500,1432
18197,806  JUNIOR ST,15794000,1515
18198,808  JUNIOR ST,15793500,2274
18199,900  JUNIOR ST,15793000,1470
18200,902  JUNIOR ST,15792500,2780
18201,904  JUNIOR ST,15792000,1602
18202,906  JUNIOR ST,50290100,0
18203,910  JUNIOR ST,50290000,2284
18204,901  JUNIPER PL,29256000,1950
18205,903  JUNIPER PL,29264000,1274
18206,905  JUNIPER PL,29272000,1274
18207,906  JUNIPER PL,29408000,1950
18208,907  JUNIPER PL,29280000,2721
18209,908  JUNIPER PL,29400000,1950
18210,909  JUNIPER PL,29288000,1274
18211,910  JUNIPER PL,29392000,1950
18212,911  JUNIPER PL,29296000,1274
18213,912  JUNIPER PL,29384000,1274
18214,913  JUNIPER PL,29304000,1274
18215,914  JUNIPER PL,29376000,1274
18216,915  JUNIPER PL,29312000,1950
18217,916  JUNIPER PL,29368000,1274
18218,917  JUNIPER PL,29320000,1950
18219,918  JUNIPER PL,29360000,1418
18220,919  JUNIPER PL,29328000,1950
18221,920  JUNIPER PL,29352000,1274
18222,921  JUNIPER PL,29336000,1950
18223,922  JUNIPER PL,29344000,1274
18224,700  KAHN PL,50650880,3192
18225,701  KAHN PL,50650930,2993
18226,702  KAHN PL,50650870,3192
18227,703  KAHN PL,50650920,2993
18228,704  KAHN PL,50650860,3192
18229,705  KAHN PL,50650910,2993
18230,706  KAHN PL,50650850,3192
18231,707  KAHN PL,50650900,2993
18232,708  KAHN PL,50650840,3192
18233,709  KAHN PL,50650890,2993
18234,1200  KARIG PL,60041040,0
18235,1206  KARIG PL,60041030,0
18236,1212  KARIG PL,60041020,0
18237,1218  KARIG PL,60041010,0
18238,4639  KEARNEY CT,50638940,2057
18239,4640  KEARNEY CT,50638900,2057
18240,4641  KEARNEY CT,50638930,2155
18241,4642  KEARNEY CT,50638890,2155
18242,4643  KEARNEY CT,50638920,2155
18243,4644  KEARNEY CT,50638880,2155
18244,4645  KEARNEY CT,50638910,2155
18245,4646  KEARNEY CT,50638870,2155
18246,1  KEITHS LA,50667630,6198
18247,5  KEITHS LA,50651230,3192
18248,6  KEITHS LA,50651980,2660
18249,7  KEITHS LA,50651240,2930
18250,8  KEITHS LA,50651970,1908
18251,9  KEITHS LA,50651250,2930
18252,10  KEITHS LA,50651960,2275
18253,11  KEITHS LA,50651260,2930
18254,12  KEITHS LA,50651950,1934
18255,14  KEITHS LA,50651940,1936
18256,15  KEITHS LA,50651270,2930
18257,16  KEITHS LA,50651930,1936
18258,17  KEITHS LA,50651280,2930
18259,18  KEITHS LA,50651920,1488
18260,19  KEITHS LA,50651290,2930
18261,20  KEITHS LA,50651910,2280
18262,21  KEITHS LA,50651300,2930
18263,23  KEITHS LA,50651310,2930
18264,25  KEITHS LA,50651320,2930
18265,27  KEITHS LA,50651330,2930
18266,29  KEITHS LA,50651340,2660
18267,4650  KELL LA,50629830,2194
18268,4651  KELL LA,50629820,2176
18269,4652  KELL LA,50629840,1992
18270,4653  KELL LA,50629810,2152
18271,4654  KELL LA,50629850,1992
18272,4655  KELL LA,50629800,2152
18273,4656  KELL LA,50629860,2152
18274,4657  KELL LA,50629790,2152
18275,4658  KELL LA,50629870,2152
18276,4659  KELL LA,50629780,2152
18277,4660  KELL LA,50629880,1992
18278,4661  KELL LA,50629770,2152
18279,4662  KELL LA,50629890,1992
18280,4663  KELL LA,50629760,2152
18281,4664  KELL LA,50629900,2176
18282,4665  KELL LA,50629750,2152
18283,4666  KELL LA,50629910,2152
18284,4667  KELL LA,50629740,2176
18285,4668  KELL LA,50629920,2152
18286,4670  KELL LA,50629930,2152
18287,4672  KELL LA,50629940,2152
18288,4674  KELL LA,50629950,2152
18289,4676  KELL LA,50629960,2152
18290,4678  KELL LA,50629970,2152
18291,4680  KELL LA,50629980,2152
18292,4682  KELL LA,50629990,2152
18293,4699  KELL LA,50630010,0
18294,3734  KELLER AV,50403630,875
18295,3736  KELLER AV,50403640,875
18296,3737  KELLER AV,50403620,875
18297,3738  KELLER AV,50403650,890
18298,3739  KELLER AV,50403610,875
18299,3740  KELLER AV,50403660,890
18300,3741  KELLER AV,50403600,875
18301,3742  KELLER AV,50403670,875
18302,3743  KELLER AV,50403590,890
18303,3744  KELLER AV,50403680,875
18304,3745  KELLER AV,50403580,890
18305,3746  KELLER AV,50403690,875
18306,3747  KELLER AV,50403570,875
18307,3748  KELLER AV,50403700,875
18308,3749  KELLER AV,50403560,875
18309,3750  KELLER AV,50403710,875
18310,3751  KELLER AV,50403550,890
18311,3752  KELLER AV,50403720,875
18312,3754  KELLER AV,50403730,890
18313,3755  KELLER AV,50403540,890
18314,3756  KELLER AV,50403740,890
18315,3757  KELLER AV,50403530,875
18316,3758  KELLER AV,50403750,875
18317,3759  KELLER AV,50403520,875
18318,3760  KELLER AV,50403760,875
18319,3761  KELLER AV,50403510,875
18320,3762  KELLER AV,50403770,875
18321,3763  KELLER AV,50403500,875
18322,3764  KELLER AV,50403780,875
18323,3765  KELLER AV,50403490,875
18324,3766  KELLER AV,50403790,875
18325,3767  KELLER AV,50403480,875
18326,3768  KELLER AV,50403800,875
18327,3769  KELLER AV,50403470,890
18328,3770  KELLER AV,50403810,890
18329,3772  KELLER AV,50420000,900
18330,3774  KELLER AV,50420010,885
18331,3776  KELLER AV,50420020,885
18332,3778  KELLER AV,50420030,885
18333,3800  KELLER AV,50420040,835
18334,3802  KELLER AV,50420050,835
18335,3804  KELLER AV,50420060,835
18336,3806  KELLER AV,50420070,850
18337,3810  KELLER AV,50420080,850
18338,3812  KELLER AV,50420090,835
18339,3813  KELLER AV,50403960,850
18340,3814  KELLER AV,50420100,835
18341,3815  KELLER AV,50403950,835
18342,3816  KELLER AV,50420110,835
18343,3817  KELLER AV,50403940,835
18344,3818  KELLER AV,50420120,835
18345,3819  KELLER AV,50403930,835
18346,3820  KELLER AV,50420130,835
18347,3821  KELLER AV,50403920,835
18348,3822  KELLER AV,50420140,835
18349,3823  KELLER AV,50403910,835
18350,3824  KELLER AV,50420150,850
18351,3825  KELLER AV,50403900,835
18352,3827  KELLER AV,50403890,850
18353,3900  KELLER AV,50420160,850
18354,3902  KELLER AV,50420170,835
18355,3903  KELLER AV,50403880,850
18356,3904  KELLER AV,50420180,835
18357,3905  KELLER AV,50403870,835
18358,3906  KELLER AV,50420190,835
18359,3907  KELLER AV,50403860,835
18360,3908  KELLER AV,50420200,835
18361,3909  KELLER AV,50403850,835
18362,3910  KELLER AV,50420210,835
18363,3911  KELLER AV,50403840,835
18364,3912  KELLER AV,50420220,850
18365,3913  KELLER AV,50403830,835
18366,3914  KELLER AV,50420230,850
18367,3915  KELLER AV,50403820,850
18368,3916  KELLER AV,50420240,835
18369,3917  KELLER AV,50420290,850
18370,3918  KELLER AV,50420250,835
18371,3919  KELLER AV,50420280,835
18372,3920  KELLER AV,50420260,835
18373,3921  KELLER AV,50420270,835
18374,5904  KELLEY CT,38768000,1816
18375,5909  KELLEY CT,38760000,1186
18376,5916  KELLEY CT,38768500,1318
18377,5919  KELLEY CT,38752000,1623
18378,5924  KELLEY CT,38784000,1992
18379,5929  KELLEY CT,38744000,1720
18380,5932  KELLEY CT,38792000,1677
18381,5935  KELLEY CT,38736000,1342
18382,5940  KELLEY CT,38800000,2049
18383,5943  KELLEY CT,38728000,1500
18384,5948  KELLEY CT,38808000,1170
18385,6003  KELLEY CT,38720000,1232
18386,6004  KELLEY CT,38816000,1618
18387,6009  KELLEY CT,38712000,1293
18388,6012  KELLEY CT,38824000,1244
18389,4630  KEMP CT,50638680,2155
18390,4631  KEMP CT,50638720,2057
18391,4632  KEMP CT,50638670,2155
18392,4633  KEMP CT,50638710,2155
18393,4634  KEMP CT,50638660,2155
18394,4635  KEMP CT,50638700,2155
18395,4636  KEMP CT,50638650,2155
18396,4637  KEMP CT,50638690,2155
18397,4638  KEMP CT,50638640,2155
18398,901 N KEMPER ST,30272000,2112
18399,903 N KEMPER ST,30264000,1764
18400,905 N KEMPER ST,30256000,1764
18401,907 N KEMPER ST,30248000,2708
18402,913 N KEMPER ST,30240000,2112
18403,916 N KEMPER ST,30304000,2241
18404,919 N KEMPER ST,30232000,2112
18405,922 N KEMPER ST,30312000,2112
18406,926 N KEMPER ST,30320000,2079
18407,4550  KENMORE AV,46456050,51224
18408,4641  KENMORE AV,46472010,120858
18409,4660  KENMORE AV,46456100,124256
18410,4661  KENMORE AV,46466500,6806
18411,4800  KENMORE AV,31352000,321906
18412,4801  KENMORE AV,31344000,1
18413,1  KENNEDY ST,15146000,1102
18414,2  KENNEDY ST,15171000,1102
18415,3  KENNEDY ST,15146500,1102
18416,4  KENNEDY ST,15171500,1102
18417,5  KENNEDY ST,15147000,1102
18418,6  KENNEDY ST,15172000,1102
18419,7  KENNEDY ST,15147500,1102
18420,8  KENNEDY ST,15172500,1102
18421,9  KENNEDY ST,15148000,1102
18422,10  KENNEDY ST,15173000,1102
18423,11  KENNEDY ST,15148500,1102
18424,12  KENNEDY ST,15173500,1102
18425,13  KENNEDY ST,15149000,1102
18426,15  KENNEDY ST,15149500,1102
18427,16  KENNEDY ST,15174000,1102
18428,17  KENNEDY ST,15150000,1102
18429,18  KENNEDY ST,15174500,1102
18430,19  KENNEDY ST,15150500,1102
18431,20  KENNEDY ST,15175000,1102
18432,21  KENNEDY ST,15151000,1102
18433,22  KENNEDY ST,15175500,1102
18434,23  KENNEDY ST,15151500,1102
18435,24  KENNEDY ST,15176000,1102
18436,25  KENNEDY ST,15152000,1102
18437,26  KENNEDY ST,15176500,1102
18438,27  KENNEDY ST,15152500,1102
18439,28  KENNEDY ST,15177000,1102
18440,29  KENNEDY ST,15153000,1102
18441,30  KENNEDY ST,15177500,1102
18442,31  KENNEDY ST,15153500,1102
18443,32  KENNEDY ST,15178000,1102
18444,34  KENNEDY ST,15178500,1102
18445,35  KENNEDY ST,15171010,1
18446,36  KENNEDY ST,15179000,1102
18447,37  KENNEDY ST,15213500,1102
18448,38  KENNEDY ST,15179500,1102
18449,39  KENNEDY ST,15214000,1102
18450,40  KENNEDY ST,15180000,1102
18451,41  KENNEDY ST,15214500,1102
18452,42  KENNEDY ST,15180500,1102
18453,43  KENNEDY ST,15215000,1102
18454,44  KENNEDY ST,15181000,1102
18455,45  KENNEDY ST,15215500,1102
18456,46  KENNEDY ST,15181500,1102
18457,47  KENNEDY ST,15216000,1102
18458,49  KENNEDY ST,15216500,1102
18459,51  KENNEDY ST,15217000,1102
18460,53  KENNEDY ST,15217500,1102
18461,54  KENNEDY ST,15199000,1102
18462,55  KENNEDY ST,15218000,1102
18463,56  KENNEDY ST,15198500,1102
18464,57  KENNEDY ST,15218500,1102
18465,58  KENNEDY ST,15198000,1102
18466,59  KENNEDY ST,15219000,1102
18467,60  KENNEDY ST,15197500,1102
18468,61  KENNEDY ST,15219500,1102
18469,62  KENNEDY ST,15197000,1102
18470,63  KENNEDY ST,15220000,1102
18471,64  KENNEDY ST,15196500,1102
18472,65  KENNEDY ST,15220500,1102
18473,66  KENNEDY ST,15196000,1102
