address,latitude,longitude
1501  ANDERSON CT,38.8290233,-77.1344559093198
1502  ANDERSON CT,38.8291773,-77.13503867506842
1507  ANDERSON CT,38.829235600000004,-77.13430611874831
1512  ANDERSON CT,38.8294298,-77.1348756
1515  ANDERSON CT,38.82965325,-77.1342466060652
1520  ANDERSON CT,38.829717099999996,-77.13476360000001
450  ANDREWS LN,35.88008116535473,-84.98922187254273
1101  ARCHER CT,38.82624465,-77.1384992204199
1104  ARCHER CT,38.826243649999995,-77.13915767834715
1106  ARCHER CT,38.8265162,-77.13925175
1107  ARCHER CT,38.826584999999994,-77.13869742186297
1108  ARCHER CT,38.826728,-77.13921435
1110  ARCHER CT,38.8269523,-77.13906866788545
1111  ARCHER CT,38.8267481,-77.13841060831325
1112  ARCHER CT,38.827128200000004,-77.13889269999999
1113  ARCHER CT,38.827084400000004,-77.13823393235191
1114  ARCHER CT,38.827271,-77.13849799526147
1  ARELL CT,38.8090389,-77.0902164
2  ARELL CT,38.810406,-77.091753
3  ARELL CT,38.8090389,-77.0902164
4  ARELL CT,38.809736,-77.090233
5  ARELL CT,38.8090389,-77.0902164
6  ARELL CT,38.809698,-77.090061
7  ARELL CT,38.8090389,-77.0902164
8  ARELL CT,38.809706318058666,-77.09001391106136
9  ARELL CT,38.8090389,-77.0902164
10  ARELL CT,38.8097093635669,-77.08996518292957
11  ARELL CT,38.8090389,-77.0902164
12  ARELL CT,38.80971240907514,-77.08991645479779
13  ARELL CT,38.8090389,-77.0902164
14  ARELL CT,38.809715454583376,-77.08986772666599
15  ARELL CT,38.8090389,-77.0902164
16  ARELL CT,38.80971814574097,-77.08981898424638
17  ARELL CT,38.8090389,-77.0902164
18  ARELL CT,38.809719033289035,-77.08977016910316
19  ARELL CT,38.8090389,-77.0902164
20  ARELL CT,38.80971992083709,-77.08972135395996
21  ARELL CT,38.8090389,-77.0902164
22  ARELL CT,38.80972080838515,-77.08967253881674
23  ARELL CT,38.8090389,-77.0902164
24  ARELL CT,38.80971314934472,-77.08962453096342
25  ARELL CT,38.8090389,-77.0902164
26  ARELL CT,38.80970313712836,-77.08957674538534
27  ARELL CT,38.8090389,-77.0902164
28  ARELL CT,38.809693124912,-77.08952895980727
29  ARELL CT,38.8090389,-77.0902164
31  ARELL CT,38.8090389,-77.0902164
33  ARELL CT,38.8090389,-77.0902164
34  ARELL CT,38.8101,-77.09174597207027
35  ARELL CT,38.8090389,-77.0902164
37  ARELL CT,38.809441,-77.089105
38  ARELL CT,38.81049165,-77.09221778950038
39  ARELL CT,38.8094415,-77.0891112
41  ARELL CT,38.809442,-77.0891174
43  ARELL CT,38.8094425,-77.08912360000001
45  ARELL CT,38.809443,-77.08912980000001
47  ARELL CT,38.8094435,-77.089136
49  ARELL CT,38.809444,-77.0891422
51  ARELL CT,38.8094445,-77.0891484
53  ARELL CT,38.809445000000004,-77.0891546
55  ARELL CT,38.8094455,-77.0891608
57  ARELL CT,38.809446,-77.089167
59  ARELL CT,38.80949,-77.0894
61  ARELL CT,38.80950307026727,-77.0894613734289
63  ARELL CT,38.809515292651106,-77.08952290223215
65  ARELL CT,38.80952483419963,-77.08958492229756
67  ARELL CT,38.80953437574815,-77.08964694236296
69  ARELL CT,38.809542039545555,-77.08970915733944
71  ARELL CT,38.80954543956805,-77.08977181489692
73  ARELL CT,38.80954675192952,-77.0898344448722
75  ARELL CT,38.8095416977186,-77.08989699073229
77  ARELL CT,38.809536643507684,-77.08995953659236
79  ARELL CT,38.809537,-77.090016
81  ARELL CT,38.809618,-77.09038
85  ARELL CT,38.810036,-77.09033114224891
89  ARELL CT,38.81016795,-77.09055555982533
98  ARELL CT,38.809605,-77.089084
99  ARELL CT,38.810263,-77.091857
1331  ARGALL PL,38.81934845,-77.04824745838974
1333  ARGALL PL,38.8194031,-77.04826975539217
1335  ARGALL PL,38.8194514,-77.04830460288554
1337  ARGALL PL,38.81950325,-77.04833004999999
1339  ARGALL PL,38.81954975,-77.0483682932253
1341  ARGALL PL,38.819600550000004,-77.048394
1343  ARGALL PL,38.81964875,-77.04842855000001
1345  ARGALL PL,38.819701949999995,-77.04844940217548
1400  ARGALL PL,38.819318,-77.048532
1401  ARGALL PL,38.819801299999995,-77.04852159670102
1403  ARGALL PL,38.81985655,-77.04854224203557
1405  ARGALL PL,38.81990285,-77.04858245
1407  ARGALL PL,38.8199551,-77.04860716094954
1409  ARGALL PL,38.819999,-77.04865235164945
1411  ARGALL PL,38.82005235,-77.04867563724981
1413  ARGALL PL,38.8200968,-77.04872129893079
401  ARGYLE DR,38.83128865,-77.06817641138048
404  ARGYLE DR,38.83116235,-77.06764159560092
405  ARGYLE DR,38.83115895,-77.06818418275921
408  ARGYLE DR,38.8309921,-77.06769933378078
409  ARGYLE DR,38.83100215,-77.06821320122788
412  ARGYLE DR,38.8308227,-77.06778047861252
413  ARGYLE DR,38.830857800000004,-77.06830855415632
416  ARGYLE DR,38.830465849999996,-77.06796776421584
417  ARGYLE DR,38.83073185,-77.06843538700453
420  ARGYLE DR,38.8303364,-77.06817972106742
421  ARGYLE DR,38.830635,-77.06854381305033
424  ARGYLE DR,38.83017705,-77.06829824699699
425  ARGYLE DR,38.8304761,-77.068687806968
428  ARGYLE DR,38.83006575,-77.06846462654163
429  ARGYLE DR,38.830422799999994,-77.06888025925926
432  ARGYLE DR,38.82999425,-77.06868783675675
433  ARGYLE DR,38.8303194,-77.06902632834353
436  ARGYLE DR,38.829937900000004,-77.06888978173316
437  ARGYLE DR,38.8302665,-77.06926144214286
440  ARGYLE DR,38.829902000000004,-77.06909594504435
441  ARGYLE DR,38.8301958,-77.06946260223563
444  ARGYLE DR,38.8298593,-77.06930973077718
445  ARGYLE DR,38.830149750000004,-77.06970016270701
448  ARGYLE DR,38.829821949999996,-77.06952123954423
449  ARGYLE DR,38.830095299999996,-77.06991922032432
452  ARGYLE DR,38.829789399999996,-77.06971901895967
453  ARGYLE DR,38.830110649999995,-77.07017074464633
455  ARGYLE DR,38.830034,-77.07045915483015
456  ARGYLE DR,38.8297538,-77.06992500149207
457  ARGYLE DR,38.8298434,-77.07067808217525
459  ARGYLE DR,38.8296189,-77.07068619833862
460  ARGYLE DR,38.82962725,-77.07012946963896
2900  ARGYLE DR,38.8317019,-77.06817450153451
2904  ARGYLE DR,38.83186995,-77.06823560248618
2905  ARGYLE DR,38.83185025,-77.06770780485967
2908  ARGYLE DR,38.83203385,-77.06832654482852
2909  ARGYLE DR,38.831993999999995,-77.06779019529928
2912  ARGYLE DR,38.83221330000001,-77.06840331948565
2913  ARGYLE DR,38.8321446,-77.06786771377665
2916  ARGYLE DR,38.83234705,-77.06853625471513
2917  ARGYLE DR,38.83232615,-77.06786823853943
2920  ARGYLE DR,38.83257695,-77.06851706599694
2921  ARGYLE DR,38.83249705,-77.06792366303756
2924  ARGYLE DR,38.8327214,-77.06834304967998
2925  ARGYLE DR,38.832658699999996,-77.06804493667582
400 N ARMISTEAD ST,38.819266,-77.135944
"401 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 105",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 106",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 107",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 108",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 109",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 110",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 111",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 205",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 206",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 207",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 208",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 209",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 210",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 309",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 311",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 401",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 404",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 410",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 501",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 502",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 503",38.820368,-77.133469
"401 N ARMISTEAD ST, UNIT 510",38.820368,-77.133469
402 N ARMISTEAD ST,38.8195255,-77.13494703571428
404 N ARMISTEAD ST,38.8195325,-77.13493310714286
406 N ARMISTEAD ST,38.8195395,-77.13491917857142
408 N ARMISTEAD ST,38.8195465,-77.13490525
410 N ARMISTEAD ST,38.8195535,-77.13489132142857
"412 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"412 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"412 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"412 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"412 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"412 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"412 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"416 N ARMISTEAD ST, UNIT 1",38.820368,-77.133469
"416 N ARMISTEAD ST, UNIT 2",38.820368,-77.133469
420 N ARMISTEAD ST,38.82082945,-77.1342168277302
"420 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"422 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
422 N ARMISTEAD ST,38.82059285,-77.1340410090753
424 N ARMISTEAD ST,38.820531200000005,-77.13368691604309
"424 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"424 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"426 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"428 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"430 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 105",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 106",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 107",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 108",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 109",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 110",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 111",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 205",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 206",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 207",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 208",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 209",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 210",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 309",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 311",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 401",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 404",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 410",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 501",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 502",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 503",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 510",38.820368,-77.133469
"431 N ARMISTEAD ST, UNIT 601",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"432 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"434 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
435 N ARMISTEAD ST,38.819477000000006,-77.13346980797871
"436 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"436 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 104",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 204",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"438 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"440 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
479 N ARMISTEAD ST,38.82216144963267,-77.13310714180764
483 N ARMISTEAD ST,38.82264,-77.134058
"485 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"485 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"485 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"485 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"485 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"485 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"485 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
491 N ARMISTEAD ST,38.82265449546483,-77.134077178615
493 N ARMISTEAD ST,38.82265811933104,-77.13408197326875
"501 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"503 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
505 N ARMISTEAD ST,38.82222455,-77.13129097046703
"505 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"507 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
507 N ARMISTEAD ST,38.82268348639449,-77.13411553584501
"509 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"509 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"509 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"509 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"509 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"509 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"509 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"511 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"513 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"515 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
517 N ARMISTEAD ST,38.82270160572553,-77.13413950911378
520 N ARMISTEAD ST,38.82196596640052,-77.13306937928469
"521 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"521 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"521 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"521 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"521 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"521 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"521 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"523 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
525 N ARMISTEAD ST,38.82271386968228,-77.13416013364622
"525 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 101",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 102",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 103",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 201",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 202",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 301",38.820368,-77.133469
"527 N ARMISTEAD ST, UNIT 302",38.820368,-77.133469
600 N ARMISTEAD ST,38.822903,-77.134858
601 N ARMISTEAD ST,38.823039,-77.13474
602 N ARMISTEAD ST,38.82292534783965,-77.1349115504837
603 N ARMISTEAD ST,38.823139016631686,-77.13486442823697
604 N ARMISTEAD ST,38.82294769567931,-77.1349651009674
605 N ARMISTEAD ST,38.8232766326984,-77.13494285307937
606 N ARMISTEAD ST,38.82298320951197,-77.13500927515283
607 N ARMISTEAD ST,38.82343,-77.134987
608 N ARMISTEAD ST,38.823026508759966,-77.13504790487409
609 N ARMISTEAD ST,38.823677,-77.135067
610 N ARMISTEAD ST,38.8230721202555,-77.13508314318807
611 N ARMISTEAD ST,38.82370799952027,-77.1350781598273
612 N ARMISTEAD ST,38.82312389837476,-77.13510933682488
613 N ARMISTEAD ST,38.82373899904054,-77.1350893196546
614 N ARMISTEAD ST,38.82317599015399,-77.13513489525602
615 N ARMISTEAD ST,38.823769998560806,-77.13510047948189
616 N ARMISTEAD ST,38.82322826528874,-77.1351600823664
617 N ARMISTEAD ST,38.823800131948246,-77.13511374516305
618 N ARMISTEAD ST,38.823283207189775,-77.13517669889619
619 N ARMISTEAD ST,38.82383001264146,-77.135127625227
620 N ARMISTEAD ST,38.823340544177235,-77.13518561798313
621 N ARMISTEAD ST,38.82385989333467,-77.13514150529095
622 N ARMISTEAD ST,38.823398,-77.135193
623 N ARMISTEAD ST,38.82388977402789,-77.13515538535489
624 N ARMISTEAD ST,38.823628,-77.135269
625 N ARMISTEAD ST,38.8239196547211,-77.13516926541884
626 N ARMISTEAD ST,38.823647621730096,-77.1352774394538
627 N ARMISTEAD ST,38.823947449571335,-77.13518662542002
628 N ARMISTEAD ST,38.82366724346019,-77.13528587890761
629 N ARMISTEAD ST,38.82397377594681,-77.13520643536592
630 N ARMISTEAD ST,38.82368686519029,-77.13529431836142
631 N ARMISTEAD ST,38.82400010232229,-77.13522624531181
632 N ARMISTEAD ST,38.823706486920386,-77.13530275781523
633 N ARMISTEAD ST,38.82402642869776,-77.13524605525772
634 N ARMISTEAD ST,38.82372588921613,-77.1353116498805
635 N ARMISTEAD ST,38.82405521094675,-77.13526185868507
636 N ARMISTEAD ST,38.82374466812446,-77.13532182776211
637 N ARMISTEAD ST,38.82408554831145,-77.13527230323278
638 N ARMISTEAD ST,38.8237634470328,-77.13533200564373
639 N ARMISTEAD ST,38.824118355944925,-77.13526927483585
640 N ARMISTEAD ST,38.82378222594114,-77.13534218352535
641 N ARMISTEAD ST,38.82415096165255,-77.1352650445064
642 N ARMISTEAD ST,38.82380100484948,-77.13535236140697
643 N ARMISTEAD ST,38.82418295779026,-77.1352571858059
644 N ARMISTEAD ST,38.82381978375781,-77.13536253928858
645 N ARMISTEAD ST,38.824214038412144,-77.13524667282833
646 N ARMISTEAD ST,38.823838562666154,-77.1353727171702
647 N ARMISTEAD ST,38.82424407566849,-77.13523313490998
648 N ARMISTEAD ST,38.823856612991136,-77.1353839539924
649 N ARMISTEAD ST,38.8242737450687,-77.13521896940124
650 N ARMISTEAD ST,38.8238728304824,-77.13539785469919
651 N ARMISTEAD ST,38.82430023280505,-77.13519937573325
652 N ARMISTEAD ST,38.82388904797367,-77.135411755406
653 N ARMISTEAD ST,38.8243267205414,-77.13517978206526
654 N ARMISTEAD ST,38.82390526546494,-77.1354256561128
655 N ARMISTEAD ST,38.82435149592274,-77.13515833966207
656 N ARMISTEAD ST,38.8239214829562,-77.1354395568196
657 N ARMISTEAD ST,38.824373058046596,-77.13513342808209
658 N ARMISTEAD ST,38.82393770044747,-77.1354534575264
659 N ARMISTEAD ST,38.824394620170445,-77.1351085165021
660 N ARMISTEAD ST,38.82395391793874,-77.1354673582332
661 N ARMISTEAD ST,38.82441618229429,-77.13508360492213
662 N ARMISTEAD ST,38.823973610172665,-77.13547483791437
663 N ARMISTEAD ST,38.82443774441814,-77.13505869334215
664 N ARMISTEAD ST,38.82399411771068,-77.1354808109837
665 N ARMISTEAD ST,38.82445579839517,-77.13503138080912
666 N ARMISTEAD ST,38.8240146252487,-77.13548678405301
667 N ARMISTEAD ST,38.82447121394297,-77.13500226255216
668 N ARMISTEAD ST,38.82403513278671,-77.13549275712234
669 N ARMISTEAD ST,38.82448585540904,-77.1349727502997
670 N ARMISTEAD ST,38.82405564032473,-77.13549873019166
671 N ARMISTEAD ST,38.82449990479854,-77.13494295730864
672 N ARMISTEAD ST,38.82407674852568,-77.13549846343801
674 N ARMISTEAD ST,38.82409801889641,-77.13549651202786
676 N ARMISTEAD ST,38.82411928926714,-77.13549456061769
678 N ARMISTEAD ST,38.82414055963787,-77.13549260920753
680 N ARMISTEAD ST,38.8241618300086,-77.13549065779738
682 N ARMISTEAD ST,38.824182432971305,-77.1354855223429
684 N ARMISTEAD ST,38.82420269655947,-77.13547876781351
686 N ARMISTEAD ST,38.82422296014763,-77.13547201328412
688 N ARMISTEAD ST,38.8242432237358,-77.13546525875473
690 N ARMISTEAD ST,38.824263404081094,-77.13545825963499
692 N ARMISTEAD ST,38.824283581110464,-77.13545125077215
694 N ARMISTEAD ST,38.82430375813984,-77.13544424190931
696 N ARMISTEAD ST,38.82432393516921,-77.13543723304647
698 N ARMISTEAD ST,38.82434360491585,-77.13542915696499
700 N ARMISTEAD ST,38.82436177978151,-77.13541793596097
702 N ARMISTEAD ST,38.82437995464716,-77.13540671495697
704 N ARMISTEAD ST,38.82439812951282,-77.13539549395296
706 N ARMISTEAD ST,38.824416304378474,-77.13538427294894
708 N ARMISTEAD ST,38.824434479244125,-77.13537305194494
710 N ARMISTEAD ST,38.824452654109784,-77.13536183094092
712 N ARMISTEAD ST,38.82446556915921,-77.13534495872884
714 N ARMISTEAD ST,38.824478063557045,-77.13532763456377
716 N ARMISTEAD ST,38.824490557954874,-77.13531031039871
718 N ARMISTEAD ST,38.82450305235271,-77.13529298623364
720 N ARMISTEAD ST,38.82451554675055,-77.13527566206857
722 N ARMISTEAD ST,38.82452804114838,-77.1352583379035
724 N ARMISTEAD ST,38.82454053554622,-77.13524101373844
726 N ARMISTEAD ST,38.824553029944056,-77.13522368957337
